<<<<<<< HEAD
price,rating,title
£41.32,star-rating Five,The Complete Poems
£24.55,star-rating One,The Catcher in the Rye
£16.26,star-rating Two,The Cat in the Hat (Beginner Books B-1)
£47.84,star-rating One,The Case for Christ (Cases for Christianity)
£53.49,star-rating Two,The Book Thief
£44.84,star-rating Five,The Book of Basketball: The NBA According to The Sports Guy
£53.71,star-rating Five,The Blind Side: Evolution of a Game
£23.43,star-rating Two,The Autobiography of Malcolm X
£34.32,star-rating Three,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution"
£22.10,star-rating One,The Art of Fielding
£25.83,star-rating Two,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character"
£36.74,star-rating Three,Stiff: The Curious Lives of Human Cadavers
£49.51,star-rating One,Spilled Milk: Based on a True Story
£48.96,star-rating Five,Something Borrowed (Darcy & Rachel #1)
£54.62,star-rating One,Something Blue (Darcy & Rachel #2)
£24.72,star-rating Two,Soldier (Talon #3)
£46.45,star-rating Two,Shopaholic & Baby (Shopaholic #5)
£52.33,star-rating Two,Seven Days in the Art World
£30.60,star-rating Four,Seven Brief Lessons on Physics
£14.57,star-rating Four,Scarlet (The Lunar Chronicles #2)
£46.29,star-rating One,Sarah's Key
£21.57,star-rating Five,"Saga, Volume 3 (Saga (Collected Editions) #3)"
£12.91,star-rating Four,Running with Scissors
£50.11,star-rating Three,Rogue Lawyer (Rogue Lawyer #1)
£41.67,star-rating Four,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars"
£44.88,star-rating Two,Rework
£11.10,star-rating Three,Reservations for Two
£28.54,star-rating Three,Red: The True Story of Red Riding Hood
£19.07,star-rating Four,Ready Player One
£43.55,star-rating One,Quiet: The Power of Introverts in a World That Can't Stop Talking
£43.63,star-rating Three,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2)
£39.13,star-rating One,Persepolis: The Story of a Childhood (Persepolis #1-2)
£56.68,star-rating Two,Packing for Mars: The Curious Science of Life in the Void
£14.16,star-rating One,Outliers: The Story of Success
£31.45,star-rating Three,Original Fake
£24.61,star-rating Two,Orange Is the New Black
£32.87,star-rating Two,One for the Money (Stephanie Plum #1)
£40.17,star-rating One,Notes from a Small Island (Notes From a Small Island #1)
£13.51,star-rating One,Night (The Night Trilogy #1)
£38.95,star-rating Three,Neither Here nor There: Travels in Europe
£31.69,star-rating Three,Naked
£29.40,star-rating One,Morning Star (Red Rising #3)
£57.83,star-rating One,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing"
£55.46,star-rating Two,Midnight Riot (Peter Grant/ Rivers of London - books #1)
£57.60,star-rating Two,Me Talk Pretty One Day
£34.98,star-rating Two,Manuscript Found in Accra
£11.87,star-rating Two,Lust & Wonder
£12.47,star-rating Three,Lila (Gilead #3)
£33.26,star-rating Two,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)"
£59.04,star-rating Five,Life Without a Recipe
£26.13,star-rating Two,Life After Life
£22.20,star-rating One,Letter to a Christian Nation
£45.11,star-rating One,Let's Pretend This Never Happened: A Mostly True Memoir
£43.69,star-rating Four,Legend (Legend #1)
£25.02,star-rating One,"Lean In: Women, Work, and the Will to Lead"
£55.50,star-rating Five,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
£53.04,star-rating Five,Lady Renegades (Rebel Belle #3)
£44.97,star-rating One,Jurassic Park (Jurassic Park #1)
£42.38,star-rating One,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond
£20.11,star-rating Three,Is Everyone Hanging Out Without Me? (And Other Concerns)
£56.70,star-rating Five,Into the Wild
£41.00,star-rating Five,Inferno (Robert Langdon #4)
£28.85,star-rating Three,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
£49.97,star-rating Four,If I Run (If I Run #1)
£19.69,star-rating One,I've Got Your Number
£28.88,star-rating Two,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban
£33.14,star-rating Three,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World
£43.70,star-rating Two,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth"
£54.89,star-rating One,House of Leaves
£37.52,star-rating Two,Horrible Bear!
£51.07,star-rating Two,Holidays on Ice
£44.07,star-rating Four,Heir to the Sky
£10.79,star-rating Four,Green Eggs and Ham (Beginner Books B-16)
£42.72,star-rating One,"Grayson, Vol 3: Nemesis (Grayson #3)"
£26.66,star-rating Five,Gratitude
£37.60,star-rating Five,Gone Girl
£42.21,star-rating Four,Golden (Heart of Dread #3)
£46.83,star-rating Two,Girl in the Blue Coat
£45.17,star-rating Two,"Fruits Basket, Vol. 3 (Fruits Basket #3)"
£51.22,star-rating Three,"Friday Night Lights: A Town, a Team, and a Dream"
£21.28,star-rating Four,Fire Bound (Sea Haven/Sisters of the Heart #5)
£15.36,star-rating Five,Fifty Shades Freed (Fifty Shades #3)
£38.62,star-rating One,Fellside
£25.40,star-rating Three,Extreme Prey (Lucas Davenport #26)
£43.87,star-rating Three,Eragon (The Inheritance Cycle #1)
£18.74,star-rating One,Eclipse (Twilight #3)
£54.86,star-rating One,Dune (Dune #1)
£52.62,star-rating Three,Dracula
£51.48,star-rating One,Do Androids Dream of Electric Sheep? (Blade Runner #1)
£15.28,star-rating Five,Disrupted: My Misadventure in the Start-Up Bubble
£39.24,star-rating Five,Dead Wake: The Last Crossing of the Lusitania
£17.81,star-rating One,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"
£56.02,star-rating One,Darkfever (Fever #1)
£23.90,star-rating Five,Dark Places
£49.13,star-rating Five,Crazy Rich Asians (Crazy Rich Asians #1)
£10.62,star-rating One,Counting Thyme
£36.17,star-rating Two,Cosmos
£59.95,star-rating Two,Civilization and Its Discontents
£26.09,star-rating One,Cinder (The Lunar Chronicles #1)
£37.35,star-rating Two,Catastrophic Happiness: Finding Joy in Childhood's Messy Years
£24.72,star-rating Two,Career of Evil (Cormoran Strike #3)
£35.28,star-rating Five,Breaking Dawn (Twilight #4)
£51.32,star-rating Five,Brave Enough
£21.12,star-rating Three,Boy Meets Boy
£27.35,star-rating Two,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
£21.74,star-rating Five,Blink: The Power of Thinking Without Thinking
£40.87,star-rating One,Black Flags: The Rise of ISIS
£49.31,star-rating One,"Black Butler, Vol. 1 (Black Butler #1)"
£22.11,star-rating One,Big Little Lies
£20.79,star-rating Five,Between Shades of Gray
£27.41,star-rating Two,Best of My Love (Fool's Gold #20)
£38.35,star-rating Two,Beowulf
£21.55,star-rating Five,Beautiful Creatures (Caster Chronicles #1)
£38.02,star-rating Two,Awkward
£22.06,star-rating Four,Ash
£10.66,star-rating Three,Are We There Yet?
£56.58,star-rating One,Are We Smart Enough to Know How Smart Animals Are?
£36.83,star-rating Five,Annie on My Mind
£35.01,star-rating Two,And Then There Were None
£30.48,star-rating Four,A Walk in the Woods: Rediscovering America on the Appalachian Trail
£14.08,star-rating Five,A Visit from the Goon Squad
£31.22,star-rating Two,A Storm of Swords (A Song of Ice and Fire #3)
£54.29,star-rating Five,A Heartbreaking Work of Staggering Genius
£31.04,star-rating One,8 Keys to Mental Health Through Exercise
£50.96,star-rating One,#GIRLBOSS
£11.89,star-rating Two,"The Suffragettes (Little Black Classics, #96)"
£31.38,star-rating Three,The Sense of an Ending
£54.81,star-rating One,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)"
£16.78,star-rating Three,The Course of Love
£24.42,star-rating One,Sugar Rush (Offensive Line #2)
£11.75,star-rating Three,"Saga, Volume 2 (Saga (Collected Editions) #2)"
£20.02,star-rating One,"Run, Spot, Run: The Ethics of Keeping Pets"
£12.86,star-rating Four,New Moon (Twilight #2)
£31.58,star-rating Five,Life
£34.00,star-rating Three,Kindle Paperwhite User's Guide
£57.42,star-rating Five,H is for Hawk
£53.47,star-rating One,Girl Online On Tour (Girl Online #2)
£11.64,star-rating Five,"Fruits Basket, Vol. 2 (Fruits Basket #2)"
£52.88,star-rating Four,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book)
£18.51,star-rating Four,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)"
£41.32,star-rating Five,While You Were Mine
£39.77,star-rating Three,Where Lightning Strikes (Bleeding Stars #3)
£51.96,star-rating Three,When I'm Gone
£39.51,star-rating Five,Ways of Seeing
£15.40,star-rating One,"Vampire Knight, Vol. 1 (Vampire Knight #1)"
£53.82,star-rating Two,Vampire Girl (Vampire Girl #1)
£30.95,star-rating Four,Twenty Love Poems and a Song of Despair
£57.82,star-rating Five,Travels with Charley: In Search of America
£44.18,star-rating Two,Three Wishes (River of Time: California #1)
£48.71,star-rating One,This One Moment (Pushing Limits #1)
£19.69,star-rating Five,The Zombie Room
£36.52,star-rating Two,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)"
£41.56,star-rating Five,The Tumor
£43.19,star-rating Four,The Story of Hong Gildong
£12.34,star-rating Five,The Silent Wife
£36.25,star-rating Three,The Silent Twin (Detective Jennifer Knight #3)
£29.45,star-rating One,The Selfish Gene
£34.56,star-rating Three,The Secret Healer
£54.12,star-rating Three,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)"
£33.78,star-rating Three,The Republic
£29.64,star-rating Three,The Odyssey
£57.70,star-rating Four,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)
£36.34,star-rating One,The Nicomachean Ethics
£50.59,star-rating Three,The Name of the Wind (The Kingkiller Chronicle #1)
£29.38,star-rating One,The Mirror & the Maze (The Wrath and the Dawn #1.5)
£45.42,star-rating Two,The Little Prince
£54.43,star-rating One,The Light of the Fireflies
£36.26,star-rating Two,The Last Girl (The Dominion Trilogy #1)
£16.16,star-rating One,The Iliad
£36.29,star-rating Five,The Hook Up (Game On #1)
£27.89,star-rating Five,The Haters
£12.29,star-rating Five,The Girl You Lost
£15.85,star-rating Three,The Girl In The Ice (DCI Erika Foster #1)
£14.40,star-rating One,The End of the Jesus Era (An Investigation #1)
£19.18,star-rating Four,The Edge of Reason (Bridget Jones #2)
£10.64,star-rating Three,The Complete Maus (Maus #1-2)
£14.76,star-rating Three,The Communist Manifesto
£57.49,star-rating Three,The Bhagavad Gita
£30.66,star-rating Three,The Bette Davis Club
£40.83,star-rating Four,The Art of Not Breathing
£18.88,star-rating Two,Taking Shots (Assassins #1)
£25.83,star-rating Three,Starlark
£42.12,star-rating Three,"Skip Beat!, Vol. 01 (Skip Beat! #1)"
£13.33,star-rating Three,Sister Sable (The Mad Queen #1)
£42.40,star-rating One,Shatter Me (Shatter Me #1)
£58.35,star-rating Three,Shameless
£21.72,star-rating Four,Shadow Rites (Jane Yellowrock #10)
£44.91,star-rating Two,Settling the Score (The Summer Games #1)
£37.46,star-rating One,Sense and Sensibility
£28.48,star-rating One,"Saga, Volume 1 (Saga (Collected Editions) #1)"
£28.34,star-rating Two,"Rhythm, Chord & Malykhin"
£46.96,star-rating Five,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)"
£24.96,star-rating One,Paradise Lost (Paradise #1)
£21.71,star-rating Four,"Paper Girls, Vol. 1 (Paper Girls #1-5)"
£29.87,star-rating Three,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)"
£28.99,star-rating One,Origins (Alphas 0.5)
£52.94,star-rating Two,One Second (Seven #7)
£32.36,star-rating Three,On the Road (Duluoz Legend)
£55.66,star-rating Two,Old Records Never Die: One Man's Quest for His Vinyl and His Past
£39.45,star-rating Five,Off Sides (Off #1)
£47.11,star-rating Two,Of Mice and Men
£58.75,star-rating Four,Myriad (Prentor #1)
£38.92,star-rating Two,My Perfect Mistake (Over the Top #1)
£39.39,star-rating Four,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)"
£25.89,star-rating Two,Meditations
£28.34,star-rating One,Matilda
£27.70,star-rating Four,Lost Among the Living
£24.89,star-rating Three,Lord of the Flies
£58.99,star-rating Three,Listen to Me (Fusion #1)
£57.20,star-rating Five,Kitchens of the Great Midwest
£38.43,star-rating Five,Jane Eyre
£34.74,star-rating Four,Imperfect Harmony
£40.44,star-rating Four,Icing (Aces Hockey #2)
£45.24,star-rating Three,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)"
£34.96,star-rating Four,Having the Barbarian's Baby (Ice Planet Barbarians #7.5)
£56.76,star-rating Four,"Giant Days, Vol. 1 (Giant Days #1-4)"
£40.28,star-rating Five,"Fruits Basket, Vol. 1 (Fruits Basket #1)"
£38.00,star-rating Two,Frankenstein
£28.80,star-rating Three,Forever Rockers (The Rocker #12)
£39.24,star-rating Three,Fighting Fate (Fighting #6)
£32.93,star-rating Two,Emma
£51.32,star-rating Three,"Eat, Pray, Love"
£47.09,star-rating Five,Deep Under (Walker Security #1)
£28.42,star-rating Four,Choosing Our Religion: The Spiritual Lives of America's Nones
£22.85,star-rating Three,Charlie and the Chocolate Factory (Charlie Bucket #1)
£41.24,star-rating One,Charity's Cross (Charles Towne Belles #4)
£39.07,star-rating Five,Bright Lines
£29.82,star-rating One,Bridget Jones's Diary (Bridget Jones #1)
£37.26,star-rating Four,Bounty (Colorado Mountain #7)
£20.30,star-rating Three,Blood Defense (Samantha Brinkman #1)
£34.65,star-rating Five,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)"
£43.38,star-rating One,Beyond Good and Evil
£55.53,star-rating One,Alice in Wonderland (Alice's Adventures in Wonderland #1)
£57.06,star-rating Four,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)"
£16.97,star-rating Five,A Spy's Devotion (The Regency Spies of London #1)
£53.98,star-rating One,1st to Die (Women's Murder Club #1)
£26.08,star-rating Five,"1,000 Places to See Before You Die"
>>>>>>> 158d43e9b5f37fc1bf238f6e5397d808200209f6
